column 1,address_1,case_number,city,clearance_type,created_at,day_of_week,hour_of_day,incident_datetime,incident_description,incident_id,incident_type_primary,latitude,location,longitude,parent_incident_type,state,updated_at,zip
448,1400 Block S US 89,15-P00960,PERRY,,08/21/2015 12:34:52 PM,Thursday,21,08/20/2015 09:32:02 PM,Family Fight,728094526,Family Fight,41.4836986,"{'type': 'Point', 'coordinates': [-112.0174427, 41.4836986]}",-112.0174427,Family Offense,UT,10/19/2015 12:31:24 PM,84302
449,1200 Block S COMMERCE WAY,15-P00963,PERRY,,08/22/2015 12:34:47 PM,Friday,18,08/21/2015 06:43:16 PM,Intoxication,728179314,Intoxication,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Liquor,UT,10/20/2015 12:31:07 PM,84302
450,1200 Block S COMMERCE WAY,15-P00964,PERRY,,08/22/2015 12:34:47 PM,Friday,20,08/21/2015 08:32:38 PM,Drugs,728179315,Drugs,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Drugs,UT,10/20/2015 12:31:07 PM,84302
451,2600 Block S PERRY ST,15-P00980,PERRY,,08/25/2015 12:34:56 PM,Tuesday,4,08/25/2015 04:50:22 AM,Vandalism,728389124,Vandalism,41.462748,"{'type': 'Point', 'coordinates': [-112.042569, 41.462748]}",-112.042569,Property Crime,UT,10/24/2015 12:31:23 PM,84302
452,100 Block W 1750 S,15-P00982,PERRY,,08/26/2015 12:34:52 PM,Tuesday,8,08/25/2015 08:23:22 AM,Threatening,728482392,Threatening,41.478972,"{'type': 'Point', 'coordinates': [-112.01767, 41.478972]}",-112.01767,Assault,UT,10/24/2015 12:31:23 PM,84302
453,1200 Block S COMMERCE WAY,15-P00981,PERRY,,08/26/2015 12:34:52 PM,Tuesday,8,08/25/2015 08:29:23 AM,Theft,728482391,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,10/24/2015 12:31:23 PM,84302
454,1100 Block W 2520 S,15-P01003,PERRY,,08/29/2015 12:34:51 PM,Friday,21,08/28/2015 09:04:29 PM,Noise Complaint,728729788,Noise Complaint,41.4655493,"{'type': 'Point', 'coordinates': [-112.0410863, 41.4655493]}",-112.0410863,Disorder,UT,10/27/2015 12:31:22 PM,84302
455,800 Block E 400 N,15-P01037,BRIGHAM CITY,,09/06/2015 12:34:49 PM,Sunday,2,09/06/2015 02:10:39 AM,Family Fight,729514805,Family Fight,41.519003,"{'type': 'Point', 'coordinates': [-112.003479, 41.519003]}",-112.003479,Family Offense,UT,11/05/2015 01:31:28 PM,84302
456,200 Block W 1520 S,15-P01043,PERRY,,09/08/2015 12:34:53 PM,Monday,18,09/07/2015 06:55:06 PM,Burglary,729653238,Burglary,41.482733,"{'type': 'Point', 'coordinates': [-112.021829, 41.482733]}",-112.021829,Breaking & Entering,UT,11/06/2015 01:31:39 PM,84302
457,2300 Block S ORCHARD HILLS DR,15-P01055,PERRY,,09/10/2015 12:35:00 PM,Wednesday,15,09/09/2015 03:33:03 PM,Noise Complaint,729992450,Noise Complaint,41.4649365,"{'type': 'Point', 'coordinates': [-112.0324456, 41.4649365]}",-112.0324456,Disorder,UT,11/08/2015 01:31:07 PM,
458,1900 Block S US 89,15-P01054,PERRY,,09/11/2015 12:35:07 PM,Wednesday,11,09/09/2015 11:57:05 AM,Reckless Drivin,730179525,Reckless Drivin,41.4755769,"{'type': 'Point', 'coordinates': [-112.0247161, 41.4755769]}",-112.0247161,Traffic,UT,11/08/2015 01:31:07 PM,84302
459,400 Block W 2000 S,15-P01060,PERRY,,09/10/2015 12:35:00 PM,Wednesday,22,09/09/2015 10:15:40 PM,Noise Complaint,729992455,Noise Complaint,41.472817,"{'type': 'Point', 'coordinates': [-112.025648, 41.472817]}",-112.025648,Disorder,UT,11/08/2015 01:31:08 PM,84302
460,900 Block W 3600 S,15-P01063,PERRY,,09/11/2015 12:35:07 PM,Thursday,14,09/10/2015 02:34:27 PM,Keep The Peace,730179528,Keep The Peace,41.4449309,"{'type': 'Point', 'coordinates': [-112.038463, 41.4449309]}",-112.038463,Disorder,UT,11/09/2015 01:31:12 PM,84302
461,1900 Block S SUNRIDGE DR,15-P01080,PERRY,,09/15/2015 12:35:13 PM,Monday,20,09/14/2015 08:43:37 PM,Fraud,730504403,fraud,41.4743249,"{'type': 'Point', 'coordinates': [-112.021433, 41.4743249]}",-112.021433,Theft,UT,11/13/2015 01:31:26 PM,84302
462,2300 Block S ORCHARD HILLS DR,15-P01082,PERRY,,09/16/2015 12:34:56 PM,Tuesday,8,09/15/2015 08:42:13 AM,Noise Complaint,730587705,Noise Complaint,41.4649365,"{'type': 'Point', 'coordinates': [-112.0324456, 41.4649365]}",-112.0324456,Disorder,UT,11/14/2015 01:30:51 PM,
463,3800 Block S HARGUS HILL RD,15-P01087,PERRY,,09/16/2015 12:34:56 PM,Tuesday,22,09/15/2015 10:04:59 PM,Family Fight,730587710,Family Fight,41.4399226,"{'type': 'Point', 'coordinates': [-112.0380257, 41.4399226]}",-112.0380257,Family Offense,UT,11/14/2015 01:30:52 PM,84302
464,2500 Block S 600 W,15-P01119,PERRY,,09/22/2015 12:34:56 PM,Monday,14,09/21/2015 02:02:13 PM,Property Damage,731325274,Property Damage,41.4637699,"{'type': 'Point', 'coordinates': [-112.029502, 41.4637699]}",-112.029502,Property Crime,UT,11/20/2015 01:34:40 PM,84302
465,1000 Block S POINTE PERRY DR,15-P01127,PERRY,,09/23/2015 12:34:57 PM,Wednesday,4,09/23/2015 04:38:16 AM,Theft,731407465,Theft,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Theft,UT,11/22/2015 01:30:57 PM,84302
466,1200 Block S COMMERCE WAY,15-P01130,PERRY,,09/24/2015 12:34:56 PM,Wednesday,13,09/23/2015 01:04:54 PM,Fraud,731484447,fraud,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,11/22/2015 01:30:58 PM,84302
467,100 Block W HILL HAVEN DR,15-P01134,PERRY,,09/25/2015 12:35:01 PM,Thursday,17,09/24/2015 05:27:29 PM,Family Fight,731794377,Family Fight,41.479676,"{'type': 'Point', 'coordinates': [-112.018046, 41.479676]}",-112.018046,Family Offense,UT,11/23/2015 01:30:39 PM,84302
468,1000 Block S POINTE PERRY DR,15-P01136,PERRY,,09/26/2015 12:36:17 PM,Friday,9,09/25/2015 09:33:01 AM,Gas Skip,731872586,Gas Skip,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Theft,UT,11/23/2015 01:30:39 PM,84302
469,100 Block W 2000 S,15-P01137,PERRY,,09/26/2015 12:36:17 PM,Friday,12,09/25/2015 12:03:10 PM,Missing Person,731872587,Missing Person,41.4734849,"{'type': 'Point', 'coordinates': [-112.019258, 41.4734849]}",-112.019258,Missing Person,UT,11/23/2015 01:30:39 PM,84302
470,300 Block W 2500 S,15-P01139,PERRY,,09/26/2015 12:36:17 PM,Friday,16,09/25/2015 04:42:30 PM,Keep The Peace,731872589,Keep The Peace,41.463722,"{'type': 'Point', 'coordinates': [-112.024901, 41.463722]}",-112.024901,Disorder,UT,11/23/2015 01:30:40 PM,84302
471,1200 Block S COMMERCE WAY,15-P01142,PERRY,,09/26/2015 12:36:17 PM,Friday,20,09/25/2015 08:54:40 PM,Reckless Drivin,731872592,Reckless Drivin,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Traffic,UT,11/23/2015 01:30:41 PM,84302
472,2500 Block S US 89,15-P01158,PERRY,,09/30/2015 12:35:17 PM,Tuesday,19,09/29/2015 07:11:09 PM,Intoxication,732530488,Intoxication,41.4642001,"{'type': 'Point', 'coordinates': [-112.0341662, 41.4642001]}",-112.0341662,Liquor,UT,11/28/2015 01:30:52 PM,84302
473,900 Block W 2325 S,15-P01165,PERRY,,10/01/2015 12:35:45 PM,Wednesday,18,09/30/2015 06:58:05 PM,Keep The Peace,732611606,Keep The Peace,41.4683252,"{'type': 'Point', 'coordinates': [-112.0362631, 41.4683252]}",-112.0362631,Disorder,UT,11/29/2015 01:30:57 PM,84302
474,600 Block W 2550 S,15-P01197,PERRY,,10/06/2015 12:35:12 PM,Monday,17,10/05/2015 05:12:21 PM,Reckless Drivin,732990918,Reckless Drivin,41.463962,"{'type': 'Point', 'coordinates': [-112.031204, 41.463962]}",-112.031204,Traffic,UT,12/04/2015 01:30:52 PM,84302
475,400 Block W 2000 S,15-P01206,PERRY,,10/07/2015 12:34:57 PM,Tuesday,22,10/06/2015 10:02:13 PM,Weapon Offense,733092009,Weapon Offense,41.472817,"{'type': 'Point', 'coordinates': [-112.025648, 41.472817]}",-112.025648,Weapons Offense,UT,12/05/2015 01:31:01 PM,84302
476,700 Block W DAVIS DR,15-P01208,PERRY,,10/08/2015 12:35:07 PM,Wednesday,8,10/07/2015 08:39:36 AM,Property Damage,733539702,Property Damage,41.469898,"{'type': 'Point', 'coordinates': [-112.032957, 41.469898]}",-112.032957,Property Crime,UT,12/06/2015 01:32:25 PM,84302
477,W 2950 S,15-P01210,PERRY,,10/08/2015 12:35:07 PM,Wednesday,10,10/07/2015 10:44:49 AM,Vandalism,733539704,Vandalism,41.4568638,"{'type': 'Point', 'coordinates': [-112.0523819, 41.4568638]}",-112.0523819,Property Crime,UT,10/12/2015 12:31:58 PM,84302
478,1200 Block S COMMERCE WAY,15-P01214,PERRY,,10/09/2015 12:35:05 PM,Thursday,7,10/08/2015 07:57:54 AM,Keep The Peace,733658738,Keep The Peace,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Disorder,UT,12/07/2015 01:30:53 PM,84302
479,3000 Block S PERRY ST,15-P01222,PERRY,,10/10/2015 12:34:51 PM,Friday,15,10/09/2015 03:46:17 PM,Fraud,733740941,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,12/08/2015 01:31:00 PM,84302
480,300 Block W 2400 S,15-P01224,PERRY,,10/12/2015 12:34:57 PM,Sunday,0,10/11/2015 12:10:53 AM,Family Fight,733923101,Family Fight,41.466492,"{'type': 'Point', 'coordinates': [-112.023347, 41.466492]}",-112.023347,Family Offense,UT,12/10/2015 01:30:46 PM,84302
481,2200 Block S US 89,15-P01225,PERRY,,10/12/2015 12:34:57 PM,Sunday,11,10/11/2015 11:04:22 AM,Theft,733923102,Theft,41.4686958,"{'type': 'Point', 'coordinates': [-112.0304631, 41.4686958]}",-112.0304631,Theft,UT,12/10/2015 01:30:46 PM,84302
482,300 Block W 2000 S,15-P01232,PERRY,,10/14/2015 10:24:26 AM,Tuesday,10,10/13/2015 10:39:57 AM,Vandalism,734087397,Vandalism,41.473934,"{'type': 'Point', 'coordinates': [-112.024029, 41.473934]}",-112.024029,Property Crime,UT,12/12/2015 01:30:57 PM,84302
483,1100 Block S MAIN ST,15-P01241,BRIGHAM CITY,,10/17/2015 10:23:51 AM,Friday,13,10/16/2015 01:50:43 PM,Reckless Drivin,734324168,Reckless Drivin,41.4867633,"{'type': 'Point', 'coordinates': [-112.0162207, 41.4867633]}",-112.0162207,Traffic,UT,12/15/2015 01:31:04 PM,84302
484,200 Block W 1750 S,15-P01244,PERRY,,10/18/2015 10:23:37 AM,Saturday,9,10/17/2015 09:20:25 AM,Weapon Offense,734392991,Weapon Offense,41.478676,"{'type': 'Point', 'coordinates': [-112.020913, 41.478676]}",-112.020913,Weapons Offense,UT,12/16/2015 01:30:58 PM,84302
485,900 Block W 1100 S,15-P01256,BRIGHAM CITY,,10/21/2015 10:22:57 AM,Tuesday,10,10/20/2015 10:52:33 AM,Reckless Drivin,734718181,Reckless Drivin,41.4865494,"{'type': 'Point', 'coordinates': [-112.0346431, 41.4865494]}",-112.0346431,Traffic,UT,12/19/2015 01:30:55 PM,84302
486,300 Block W 2400 S,15-P01260,PERRY,,10/21/2015 10:22:57 AM,Tuesday,18,10/20/2015 06:19:36 PM,Harassment,734718184,Harassment,41.466492,"{'type': 'Point', 'coordinates': [-112.023347, 41.466492]}",-112.023347,Assault,UT,12/19/2015 01:30:55 PM,84302
487,3000 Block S PERRY ST,15-P01268,PERRY,,10/23/2015 10:22:56 AM,Thursday,12,10/22/2015 12:52:01 PM,Fraud,734915774,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,12/21/2015 01:31:00 PM,84302
488,400 Block W 1100 S,15-P01276,BRIGHAM CITY,,10/26/2015 10:22:41 AM,Sunday,2,10/25/2015 02:36:37 AM,DUI,735173588,DUI,41.4865398,"{'type': 'Point', 'coordinates': [-112.0194367, 41.4865398]}",-112.0194367,Traffic,UT,12/24/2015 01:31:07 PM,84302
489,2400 Block S PERRY ST,15-P01280,PERRY,,10/27/2015 10:22:20 AM,Monday,8,10/26/2015 08:49:45 AM,Vandalism,735258715,Vandalism,41.4672794,"{'type': 'Point', 'coordinates': [-112.0415512, 41.4672794]}",-112.0415512,Property Crime,UT,12/25/2015 01:32:29 PM,84302
490,3000 Block S PERRY ST,15-P01281,PERRY,,10/27/2015 10:22:20 AM,Monday,9,10/26/2015 09:56:44 AM,Property Damage,735258716,Property Damage,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Property Crime,UT,12/25/2015 01:32:29 PM,84302
491,1200 Block S COMMERCE WAY,15-P01282,PERRY,,10/27/2015 10:22:20 AM,Monday,10,10/26/2015 10:01:24 AM,Fraud,735258717,fraud,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,12/25/2015 01:32:30 PM,84302
492,100 Block E CHATEAU DR,15-P01284,PERRY,,10/28/2015 10:22:29 AM,Tuesday,9,10/27/2015 09:16:38 AM,Fraud,735353725,fraud,41.483432,"{'type': 'Point', 'coordinates': [-112.013087, 41.483432]}",-112.013087,Theft,UT,12/26/2015 01:30:48 PM,84302
493,3000 Block S PERRY ST,15-P01285,PERRY,,10/28/2015 10:22:29 AM,Tuesday,20,10/27/2015 08:50:06 PM,Theft,735353726,Theft,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,12/26/2015 01:30:48 PM,84302
494,900 Block W WHITE ST,15-P01315,PERRY,,11/03/2015 11:21:52 AM,Monday,10,11/02/2015 10:55:57 AM,Theft,735849414,Theft,41.4614471,"{'type': 'Point', 'coordinates': [-112.0399842, 41.4614471]}",-112.0399842,Theft,UT,01/01/2016 01:31:06 PM,84302
495,2500 Block S US 89,15-P01327,PERRY,,11/06/2015 11:20:49 AM,Thursday,17,11/05/2015 05:18:07 PM,Family Fight,736321617,Family Fight,41.4641765,"{'type': 'Point', 'coordinates': [-112.0346069, 41.4641765]}",-112.0346069,Family Offense,UT,01/04/2016 01:31:09 PM,84302
496,2600 Block S US 89,15-P01331,PERRY,,11/07/2015 11:20:35 AM,Friday,23,11/06/2015 11:36:56 PM,Property Damage,736399156,Property Damage,41.462672,"{'type': 'Point', 'coordinates': [-112.0354642, 41.462672]}",-112.0354642,Property Crime,UT,01/05/2016 01:35:34 PM,84302
497,1200 Block S COMMERCE WAY,15-P01332,PERRY,,11/09/2015 11:20:15 AM,Saturday,17,11/07/2015 05:32:24 PM,Theft,736569745,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,01/06/2016 01:36:21 PM,84302
498,3000 Block S PERRY ST,15-P01342,PERRY,,11/12/2015 11:19:51 AM,Wednesday,10,11/11/2015 10:02:26 AM,Fraud,736859047,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,01/10/2016 01:30:59 PM,84302
499,900 Block W WHITE ST,15-P01353,PERRY,,11/15/2015 11:19:20 AM,Saturday,8,11/14/2015 08:36:32 AM,Theft,737296923,Theft,41.4614471,"{'type': 'Point', 'coordinates': [-112.0399842, 41.4614471]}",-112.0399842,Theft,UT,01/13/2016 01:31:03 PM,84302
500,2300 Block S 310 W,15-P01370,PERRY,,11/18/2015 11:18:44 AM,Tuesday,17,11/17/2015 05:12:39 PM,Noise Complaint,737777926,Noise Complaint,41.467453,"{'type': 'Point', 'coordinates': [-112.022806, 41.467453]}",-112.022806,Disorder,UT,01/16/2016 01:31:02 PM,84302
501,1000 Block S POINTE PERRY DR,15-P01376,PERRY,,11/20/2015 11:18:28 AM,Thursday,9,11/19/2015 09:41:56 AM,Theft,738104451,Theft,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Theft,UT,01/18/2016 01:32:28 PM,84302
502,1000 Block S POINTE PERRY DR,15-P01377,PERRY,,11/20/2015 11:18:28 AM,Thursday,13,11/19/2015 01:49:55 PM,Theft,738104452,Theft,41.4620045,"{'type': 'Point', 'coordinates': [-112.0432171, 41.4620045]}",-112.0432171,Theft,UT,01/18/2016 01:32:28 PM,84302
503,700 Block W 2600 S,15-P01384,PERRY,,11/22/2015 11:18:13 AM,Saturday,21,11/21/2015 09:52:47 PM,Family Fight,738285065,Family Fight,41.462443,"{'type': 'Point', 'coordinates': [-112.032765, 41.462443]}",-112.032765,Family Offense,UT,01/20/2016 01:30:53 PM,84302
504,2700 Block S 600 W,15-P01386,PERRY,,11/23/2015 11:17:46 AM,Sunday,12,11/22/2015 12:17:12 PM,Vandalism,738391398,Vandalism,41.460158,"{'type': 'Point', 'coordinates': [-112.030936, 41.460158]}",-112.030936,Property Crime,UT,01/21/2016 01:31:00 PM,84302
505,1200 Block S COMMERCE WAY,15-P01389,PERRY,,11/23/2015 11:17:46 AM,Sunday,14,11/22/2015 02:31:13 PM,Drugs,738391400,Drugs,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Drugs,UT,01/21/2016 01:31:00 PM,84302
506,2400 Block S PEACH ST,15-P01394,PERRY,,11/25/2015 11:17:50 AM,Monday,16,11/23/2015 04:50:19 PM,Harassment,738557411,Harassment,41.4660579,"{'type': 'Point', 'coordinates': [-112.026191, 41.4660579]}",-112.026191,Assault,UT,01/22/2016 01:30:51 PM,84302
507,3000 Block S PERRY ST,15-P01395,PERRY,,11/25/2015 11:17:50 AM,Tuesday,11,11/24/2015 11:46:01 AM,Fraud,738557412,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,01/23/2016 01:30:54 PM,84302
508,2300 Block S 385 W,15-P01397,PERRY,,11/25/2015 11:17:50 AM,Tuesday,18,11/24/2015 06:02:28 PM,Fraud,738557414,fraud,41.4675587,"{'type': 'Point', 'coordinates': [-112.0250104, 41.4675587]}",-112.0250104,Theft,UT,01/23/2016 01:30:55 PM,84302
509,1200 Block S COMMERCE WAY,15-P01398,PERRY,,11/25/2015 11:17:50 AM,Tuesday,19,11/24/2015 07:16:20 PM,Theft,738557415,Theft,41.4841229,"{'type': 'Point', 'coordinates': [-112.0303556, 41.4841229]}",-112.0303556,Theft,UT,01/23/2016 01:30:55 PM,84302
510,3700 Block S HARGUS HILL RD,15-P01399,PERRY,,11/26/2015 11:17:31 AM,Wednesday,6,11/25/2015 06:46:42 AM,Vehicle Burg,738629590,Vehicle Burg,41.4410839,"{'type': 'Point', 'coordinates': [-112.037591, 41.4410839]}",-112.037591,Theft from Vehicle,UT,01/24/2016 01:36:51 PM,84302
511,3800 Block S HARGUS HILL RD,15-P01401,PERRY,,11/26/2015 11:17:31 AM,Wednesday,12,11/25/2015 12:08:42 PM,Vehicle Burg,738629591,Vehicle Burg,41.4399226,"{'type': 'Point', 'coordinates': [-112.0380257, 41.4399226]}",-112.0380257,Theft from Vehicle,UT,01/24/2016 01:36:51 PM,84302
512,2700 Block S 600 W,15-P01409,PERRY,,11/27/2015 11:17:25 AM,Friday,5,11/27/2015 05:52:23 AM,Property Damage,738679880,Property Damage,41.4626614,"{'type': 'Point', 'coordinates': [-112.0309386, 41.4626614]}",-112.0309386,Property Crime,UT,01/26/2016 01:30:57 PM,84302
513,3000 Block S US 89,15-P01411,PERRY,,11/29/2015 11:17:10 AM,Friday,13,11/27/2015 01:43:47 PM,Burglary,738799920,Burglary,41.4537734,"{'type': 'Point', 'coordinates': [-112.03929, 41.4537734]}",-112.03929,Breaking & Entering,UT,01/26/2016 01:30:58 PM,84302
514,2000 Block W 3100 S,15-P01420,PERRY,,12/01/2015 11:17:02 AM,Monday,10,11/30/2015 10:06:41 AM,Trespassing,738986373,Trespassing,41.7543518,"{'type': 'Point', 'coordinates': [-81.1740734, 41.7543518]}",-81.1740734,Other,UT,01/29/2016 01:32:42 PM,44081
515,3000 Block S PERRY ST,15-P01442,PERRY,,12/06/2015 11:16:00 AM,Friday,12,12/04/2015 12:00:14 PM,Trespassing,739402175,Trespassing,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Other,UT,02/02/2016 01:32:18 PM,84302
516,1400 Block S US 89,15-P01450,PERRY,,12/06/2015 11:16:00 AM,Saturday,16,12/05/2015 04:54:34 PM,Family Fight,739402179,Family Fight,41.4838946,"{'type': 'Point', 'coordinates': [-112.0176243, 41.4838946]}",-112.0176243,Family Offense,UT,02/03/2016 01:31:00 PM,84302
517,1400 Block S US 89,15-P01454,PERRY,,12/07/2015 11:15:49 AM,Sunday,13,12/06/2015 01:19:38 PM,Keep The Peace,739518534,Keep The Peace,41.4838946,"{'type': 'Point', 'coordinates': [-112.0176243, 41.4838946]}",-112.0176243,Disorder,UT,02/04/2016 01:34:04 PM,84302
518,2200 Block S PERRY ST,15-P01455,PERRY,,12/07/2015 11:15:49 AM,Sunday,13,12/06/2015 01:22:52 PM,Vandalism,739518535,Vandalism,41.4673852,"{'type': 'Point', 'coordinates': [-112.0415185, 41.4673852]}",-112.0415185,Property Crime,UT,02/04/2016 01:34:04 PM,84302
519,1400 Block W WHITE ST,15-P01472,PERRY,,12/12/2015 11:15:10 AM,Friday,16,12/11/2015 04:06:00 PM,Burglary,739939336,Burglary,41.4635576,"{'type': 'Point', 'coordinates': [-112.0520924, 41.4635576]}",-112.0520924,Breaking & Entering,UT,02/09/2016 01:30:49 PM,84302
520,900 Block W 3450 S,15-P01475,PERRY,,12/14/2015 11:14:44 AM,Saturday,10,12/12/2015 10:03:09 AM,Vandalism,740229287,Vandalism,41.447001,"{'type': 'Point', 'coordinates': [-112.039343, 41.447001]}",-112.039343,Property Crime,UT,02/10/2016 01:31:04 PM,84302
521,1200 Block S COMMERCE WAY,15-P01496,PERRY,,12/17/2015 11:14:22 AM,Wednesday,16,12/16/2015 04:28:33 PM,Theft,741207401,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,02/14/2016 01:31:44 PM,84302
522,1200 Block S COMMERCE WAY,15-P01498,PERRY,,12/18/2015 11:14:13 AM,Thursday,12,12/17/2015 12:04:16 PM,Fraud,741641637,fraud,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,02/15/2016 01:31:06 PM,84302
523,2900 Block S PERRY ST,15-P01521,PERRY,,12/25/2015 11:13:05 AM,Thursday,10,12/24/2015 10:08:23 AM,Property Damage,742194888,Property Damage,41.457312,"{'type': 'Point', 'coordinates': [-112.04476, 41.457312]}",-112.04476,Property Crime,UT,02/22/2016 01:31:10 PM,84302
524,2400 Block S LINDA WAY,15-P01531,PERRY,,12/27/2015 11:12:53 AM,Saturday,21,12/26/2015 09:02:55 PM,Reckless Drivin,742296493,Reckless Drivin,41.465985,"{'type': 'Point', 'coordinates': [-112.037936, 41.465985]}",-112.037936,Traffic,UT,02/24/2016 01:30:55 PM,84302
525,3000 Block S PERRY ST,15-P01533,PERRY,,12/28/2015 11:12:45 AM,Sunday,8,12/27/2015 08:48:03 AM,Theft,742404685,Theft,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,02/25/2016 01:31:06 PM,84302
526,2400 Block S LINDA WAY,15-P01538,PERRY,,12/30/2015 11:12:24 AM,Monday,14,12/28/2015 02:16:22 PM,Reckless Drivin,742552886,Reckless Drivin,41.465985,"{'type': 'Point', 'coordinates': [-112.037936, 41.465985]}",-112.037936,Traffic,UT,02/26/2016 01:32:29 PM,84302
527,1200 Block S COMMERCE WAY,15-P01539,PERRY,,12/29/2015 11:12:30 AM,Tuesday,0,12/29/2015 12:12:06 AM,Theft,742477101,Theft,41.4839984,"{'type': 'Point', 'coordinates': [-112.0300623, 41.4839984]}",-112.0300623,Theft,UT,02/27/2016 01:31:10 PM,84302
528,200 Block W 1750 S,16-P00144,PERRY,,02/14/2016 11:05:31 AM,Saturday,11,02/13/2016 11:10:56 AM,Drugs,749840473,Drugs,41.478018,"{'type': 'Point', 'coordinates': [-112.021716, 41.478018]}",-112.021716,Drugs,UT,04/13/2016 12:30:58 PM,84302
529,300 Block W 1700 S,16-P00178,PERRY,,02/25/2016 11:03:56 AM,Wednesday,16,02/24/2016 04:07:04 PM,Vandalism,750802812,Vandalism,41.4793501,"{'type': 'Point', 'coordinates': [-112.0233281, 41.4793501]}",-112.0233281,Property Crime,UT,04/24/2016 12:30:50 PM,84302
530,700 Block W 1100 S,16-P00181,BRIGHAM CITY,,02/26/2016 11:03:49 AM,Thursday,19,02/25/2016 07:37:53 PM,DUI,750874333,DUI,41.48652,"{'type': 'Point', 'coordinates': [-112.0293527, 41.48652]}",-112.0293527,Traffic,UT,04/25/2016 12:31:05 PM,84302
531,3000 Block S PERRY ST,16-P00206,PERRY,,03/02/2016 11:04:09 AM,Tuesday,15,03/01/2016 03:56:36 PM,Fraud,751322036,fraud,41.455246,"{'type': 'Point', 'coordinates': [-112.044225, 41.455246]}",-112.044225,Theft,UT,04/30/2016 12:31:01 PM,84302
532,1200 Block W 3050 S,16-P01443,PERRY,,09/19/2016 10:33:43 AM,Sunday,8,09/18/2016 08:44:30 AM,Property Damage,772644810,Property Damage,41.454941,"{'type': 'Point', 'coordinates': [-112.046429, 41.454941]}",-112.046429,Property Crime,UT,11/17/2016 01:31:41 PM,84302
533,2400 Block S US 89,16-P01444,PERRY,,09/19/2016 10:33:43 AM,Sunday,12,09/18/2016 12:33:04 PM,Family Fight,772644811,Family Fight,41.4647338,"{'type': 'Point', 'coordinates': [-112.033718, 41.4647338]}",-112.033718,Family Offense,UT,11/17/2016 01:31:41 PM,84302
534,1700 Block S US 89,16-P01447,PERRY,,09/19/2016 10:33:43 AM,Sunday,18,09/18/2016 06:13:08 PM,Keep The Peace,772644814,Keep The Peace,41.4789255,"{'type': 'Point', 'coordinates': [-112.0214813, 41.4789255]}",-112.0214813,Disorder,UT,11/17/2016 01:31:41 PM,84302
535,2400 Block S CHERRY DR,16-P01458,PERRY,,09/20/2016 10:33:34 AM,Monday,15,09/19/2016 03:03:53 PM,Vandalism,772717410,Vandalism,41.466061,"{'type': 'Point', 'coordinates': [-112.027385, 41.466061]}",-112.027385,Property Crime,UT,11/18/2016 01:31:06 PM,84302
536,2700 Block S 1000 W,16-P01479,PERRY,,09/23/2016 10:33:29 AM,Thursday,18,09/22/2016 06:07:42 PM,Property Damage,773540537,Property Damage,41.4588901,"{'type': 'Point', 'coordinates': [-112.0385672, 41.4588901]}",-112.0385672,Property Crime,UT,11/22/2016 04:51:40 AM,84302
